dataset,stage,class,count,proportion
sleep_edf_sc,BEFORE,N3,119,0.00028677393779174426
sleep_edf_sc,BEFORE,REM,179,0.0004313658391993464
sleep_edf_sc,BEFORE,Wake,2008,0.004839008967107752
sleep_edf_sc,BEFORE,N1,61,0.0001470017664310622
sleep_edf_sc,BEFORE,N2,485,0.0011687845363781175
sleep_edf_sc,BEFORE,N3,57,0.00013736230633722206
sleep_edf_sc,BEFORE,REM,209,0.0005036617899031475
sleep_edf_sc,BEFORE,Wake,1957,0.00471610585091129
sleep_edf_sc,BEFORE,N1,45,0.00010844392605570162
sleep_edf_sc,BEFORE,N2,400,0.0009639460093840144
sleep_edf_sc,BEFORE,N3,131,0.00031569231807326473
sleep_edf_sc,BEFORE,REM,199,0.00047956313966854714
sleep_edf_sc,BEFORE,Wake,1534,0.003696732945987695
sleep_edf_sc,BEFORE,N1,166,0.000400037593894366
sleep_edf_sc,BEFORE,N2,620,0.0014941163145452223
sleep_edf_sc,BEFORE,N3,53,0.0001277228462433819
sleep_edf_sc,BEFORE,REM,196,0.00047233354459816704
sleep_edf_sc,BEFORE,Wake,1773,0.004272690686594644
sleep_edf_sc,BEFORE,N1,137,0.00033015150821402494
sleep_edf_sc,BEFORE,N2,514,0.0012386706220584584
sleep_edf_sc,BEFORE,N3,94,0.0002265273122052434
sleep_edf_sc,BEFORE,REM,270,0.0006506635563342097
sleep_edf_sc,BEFORE,Wake,2258,0.005441475222972761
sleep_edf_sc,BEFORE,N1,44,0.00010603406103224158
sleep_edf_sc,BEFORE,N2,217,0.0005229407100908278
sleep_edf_sc,BEFORE,N3,135,0.00032533177816710486
sleep_edf_sc,BEFORE,REM,68,0.00016387082159528244
sleep_edf_sc,BEFORE,Wake,1780,0.0042895597417588645
sleep_edf_sc,BEFORE,N1,114,0.0002747246126744441
sleep_edf_sc,BEFORE,N2,616,0.0014844768544513822
sleep_edf_sc,BEFORE,N3,114,0.0002747246126744441
sleep_edf_sc,BEFORE,REM,180,0.0004337757042228065
sleep_edf_sc,BEFORE,Wake,2069,0.004986010733538815
sleep_edf_sc,BEFORE,N1,56,0.00013495244131376201
sleep_edf_sc,BEFORE,N2,407,0.0009808150645482347
sleep_edf_sc,BEFORE,N3,136,0.0003277416431905649
sleep_edf_sc,BEFORE,REM,102,0.0002458062323929237
sleep_edf_sc,BEFORE,Wake,2007,0.004836599102084292
sleep_edf_sc,BEFORE,N1,90,0.00021688785211140325
sleep_edf_sc,BEFORE,N2,417,0.001004913714782835
sleep_edf_sc,BEFORE,N3,129,0.00031087258802634465
sleep_edf_sc,BEFORE,REM,187,0.0004506447593870267
sleep_edf_sc,BEFORE,Wake,1958,0.00471851571593475
sleep_edf_sc,BEFORE,N1,89,0.0002144779870879432
sleep_edf_sc,BEFORE,N2,403,0.0009711756044543945
sleep_edf_sc,BEFORE,N3,162,0.0003903981338005258
sleep_edf_sc,BEFORE,REM,198,0.0004771532746450871
sleep_edf_sc,BEFORE,Wake,1904,0.004588383004667908
sleep_edf_sc,BEFORE,N1,84,0.00020242866197064304
sleep_edf_sc,BEFORE,N2,392,0.0009446670891963341
sleep_edf_sc,BEFORE,N3,222,0.000534990035208128
sleep_edf_sc,BEFORE,REM,168,0.00040485732394128607
sleep_edf_sc,BEFORE,Wake,1985,0.004783582071568171
sleep_edf_sc,BEFORE,N1,68,0.00016387082159528244
sleep_edf_sc,BEFORE,N2,262,0.0006313846361465295
sleep_edf_sc,BEFORE,N3,350,0.0008434527582110126
sleep_edf_sc,BEFORE,REM,131,0.00031569231807326473
sleep_edf_sc,BEFORE,Wake,1724,0.004154607300445102
sleep_edf_sc,BEFORE,N1,39,9.39847359149414e-05
sleep_edf_sc,BEFORE,N2,329,0.0007928455927183519
sleep_edf_sc,BEFORE,N3,282,0.0006795819366157301
sleep_edf_sc,BEFORE,REM,260,0.0006265649060996093
sleep_edf_sc,BEFORE,Wake,1739,0.004190755275797002
sleep_edf_sc,BEFORE,N1,19,4.5787435445740684e-05
sleep_edf_sc,BEFORE,N2,561,0.0013519342781610803
sleep_edf_sc,BEFORE,N3,170,0.0004096770539882061
sleep_edf_sc,BEFORE,REM,232,0.0005590886854427283
sleep_edf_sc,BEFORE,Wake,1079,0.0026002443603133788
sleep_edf_sc,BEFORE,N1,81,0.0001951990669002629
sleep_edf_sc,BEFORE,N2,512,0.0012338508920115385
sleep_edf_sc,BEFORE,N3,107,0.00025785555751022384
sleep_edf_sc,BEFORE,REM,265,0.0006386142312169096
sleep_edf_sc,BEFORE,Wake,1770,0.004265461091524264
sleep_edf_sc,BEFORE,N1,65,0.00015664122652490233
sleep_edf_sc,BEFORE,N2,671,0.0016170194307416842
sleep_edf_sc,BEFORE,N3,6,1.4459190140760216e-05
sleep_edf_sc,BEFORE,REM,207,0.0004988420598562275
sleep_edf_sc,BEFORE,Wake,1909,0.0046004323297852085
sleep_edf_sc,BEFORE,N1,117,0.0002819542077448242
sleep_edf_sc,BEFORE,N2,607,0.0014627880692402418
sleep_edf_sc,BEFORE,N3,25,6.02466255865009e-05
sleep_edf_sc,BEFORE,REM,199,0.00047956313966854714
sleep_edf_sc,BEFORE,Wake,1839,0.004431741778143006
sleep_edf_sc,BEFORE,N1,13,3.1328245304980466e-05
sleep_edf_sc,BEFORE,N2,502,0.001209752241776938
sleep_edf_sc,BEFORE,N3,129,0.00031087258802634465
sleep_edf_sc,BEFORE,REM,158,0.0003807586737066857
sleep_edf_sc,BEFORE,Wake,2104,0.0050703560093599154
sleep_edf_sc,BEFORE,N1,18,4.3377570422280647e-05
sleep_edf_sc,BEFORE,N2,396,0.0009543065492901743
sleep_edf_sc,BEFORE,N3,111,0.000267495017604064
sleep_edf_sc,BEFORE,REM,151,0.00036388961854246546
sleep_edf_sc,BEFORE,Wake,1809,0.004359445827439205
sleep_edf_sc,BEFORE,N1,48,0.00011567352112608173
sleep_edf_sc,BEFORE,N2,463,0.0011157675058619968
sleep_edf_sc,BEFORE,N3,107,0.00025785555751022384
sleep_edf_sc,BEFORE,REM,258,0.0006217451760526893
sleep_edf_sc,BEFORE,Wake,1919,0.004624530980019809
sleep_edf_sc,BEFORE,N1,121,0.00029159366783866435
sleep_edf_sc,BEFORE,N2,287,0.0006916312617330304
sleep_edf_sc,BEFORE,N3,80,0.00019278920187680289
sleep_edf_sc,BEFORE,REM,199,0.00047956313966854714
sleep_edf_sc,BEFORE,Wake,1941,0.00467754801053593
sleep_edf_sc,BEFORE,N1,57,0.00013736230633722206
sleep_edf_sc,BEFORE,N2,497,0.0011977029166596379
sleep_edf_sc,BEFORE,N3,147,0.0003542501584486253
sleep_edf_sc,BEFORE,REM,172,0.0004144967840351262
sleep_edf_sc,BEFORE,Wake,1939,0.00467272828048901
sleep_edf_sc,BEFORE,N1,29,6.988608568034104e-05
sleep_edf_sc,BEFORE,N2,404,0.0009735854694778545
sleep_edf_sc,BEFORE,N3,151,0.00036388961854246546
sleep_edf_sc,BEFORE,REM,233,0.0005614985504661884
sleep_edf_sc,BEFORE,Wake,2003,0.004826959641990452
sleep_edf_sc,BEFORE,N1,27,6.506635563342098e-05
sleep_edf_sc,BEFORE,N2,386,0.0009302078990555739
sleep_edf_sc,BEFORE,N3,145,0.00034943042840170524
sleep_edf_sc,BEFORE,REM,213,0.0005133012499969877
sleep_edf_sc,BEFORE,Wake,1836,0.004424512183072626
sleep_edf_sc,BEFORE,N1,41,9.880446596186147e-05
sleep_edf_sc,BEFORE,N2,354,0.0008530922183048528
sleep_edf_sc,BEFORE,N3,177,0.0004265461091524264
sleep_edf_sc,BEFORE,REM,208,0.0005012519248796875
sleep_edf_sc,BEFORE,Wake,1904,0.004588383004667908
sleep_edf_sc,BEFORE,N1,47,0.0001132636561026217
sleep_edf_sc,BEFORE,N2,438,0.0010555208802754958
sleep_edf_sc,BEFORE,N3,178,0.0004289559741758864
sleep_edf_sc,BEFORE,REM,292,0.0007036805868503305
sleep_edf_sc,BEFORE,Wake,1693,0.004079901484717841
sleep_edf_sc,BEFORE,N1,55,0.00013254257629030197
sleep_edf_sc,BEFORE,N2,448,0.0010796195305100961
sleep_edf_sc,BEFORE,N3,165,0.00039762772887090597
sleep_edf_sc,BEFORE,REM,260,0.0006265649060996093
sleep_edf_sc,BEFORE,Wake,1926,0.00464140003518403
sleep_edf_sc,BEFORE,N1,42,0.00010121433098532152
sleep_edf_sc,BEFORE,N2,459,0.0011061280457681565
sleep_edf_sc,BEFORE,N3,128,0.00030846272300288463
sleep_edf_sc,BEFORE,REM,195,0.000469923679574707
sleep_edf_sc,BEFORE,Wake,1915,0.004614891519925969
sleep_edf_sc,BEFORE,N1,21,5.060716549266076e-05
sleep_edf_sc,BEFORE,N2,328,0.0007904357276948918
sleep_edf_sc,BEFORE,N3,215,0.0005181209800439077
sleep_edf_sc,BEFORE,REM,262,0.0006313846361465295
sleep_edf_sc,BEFORE,Wake,1636,0.0039425391783806185
sleep_edf_sc,BEFORE,N1,44,0.00010603406103224158
sleep_edf_sc,BEFORE,N2,687,0.0016555772711170447
sleep_edf_sc,BEFORE,N3,188,0.0004530546244104868
sleep_edf_sc,BEFORE,REM,165,0.00039762772887090597
sleep_edf_sc,BEFORE,Wake,1930,0.004651039495277869
sleep_edf_sc,BEFORE,N1,29,6.988608568034104e-05
sleep_edf_sc,BEFORE,N2,388,0.000935027629102494
sleep_edf_sc,BEFORE,N3,291,0.0007012707218268705
sleep_edf_sc,BEFORE,REM,118,0.00028436407276828424
sleep_edf_sc,BEFORE,Wake,2069,0.004986010733538815
sleep_edf_sc,BEFORE,N1,151,0.00036388961854246546
sleep_edf_sc,BEFORE,N2,290,0.0006988608568034105
sleep_edf_sc,BEFORE,N3,216,0.0005205308450673678
sleep_edf_sc,BEFORE,REM,116,0.00027954434272136415
sleep_edf_sc,BEFORE,Wake,1427,0.0034388773884774715
sleep_edf_sc,BEFORE,N1,118,0.00028436407276828424
sleep_edf_sc,BEFORE,N2,833,0.00200741756454221
sleep_edf_sc,BEFORE,N3,110,0.00026508515258060394
sleep_edf_sc,BEFORE,REM,286,0.0006892213967095703
sleep_edf_sc,BEFORE,Wake,1707,0.004113639595046282
sleep_edf_sc,BEFORE,N1,72,0.00017351028168912259
sleep_edf_sc,BEFORE,N2,434,0.0010458814201816556
sleep_edf_sc,BEFORE,N3,60,0.00014459190140760216
sleep_edf_sc,BEFORE,REM,332,0.000800075187788732
sleep_edf_sc,BEFORE,Wake,2044,0.004925764107952314
sleep_edf_sc,BEFORE,N1,39,9.39847359149414e-05
sleep_edf_sc,BEFORE,N2,539,0.0012989172476449594
sleep_edf_sc,BEFORE,N3,4,9.639460093840145e-06
sleep_edf_sc,BEFORE,REM,177,0.0004265461091524264
sleep_edf_sc,BEFORE,Wake,1864,0.004491988403729507
sleep_edf_sc,BEFORE,N1,120,0.00028918380281520433
sleep_edf_sc,BEFORE,N2,479,0.0011543253462373572
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,207,0.0004988420598562275
sleep_edf_sc,BEFORE,Wake,1972,0.004752253826263191
sleep_edf_sc,BEFORE,N1,106,0.0002554456924867638
sleep_edf_sc,BEFORE,N2,527,0.001269998867363439
sleep_edf_sc,BEFORE,N3,49,0.00011808338614954176
sleep_edf_sc,BEFORE,REM,151,0.00036388961854246546
sleep_edf_sc,BEFORE,Wake,2075,0.005000469923679575
sleep_edf_sc,BEFORE,N1,87,0.00020965825704102314
sleep_edf_sc,BEFORE,N2,402,0.0009687657394309345
sleep_edf_sc,BEFORE,N3,43,0.00010362419600878155
sleep_edf_sc,BEFORE,REM,87,0.00020965825704102314
sleep_edf_sc,BEFORE,Wake,1774,0.004275100551618104
sleep_edf_sc,BEFORE,N1,221,0.000532580170184668
sleep_edf_sc,BEFORE,N2,461,0.0011109477758150766
sleep_edf_sc,BEFORE,N3,62,0.00014941163145452223
sleep_edf_sc,BEFORE,REM,182,0.00043859543426972653
sleep_edf_sc,BEFORE,Wake,1819,0.0043835444776738055
sleep_edf_sc,BEFORE,N1,90,0.00021688785211140325
sleep_edf_sc,BEFORE,N2,497,0.0011977029166596379
sleep_edf_sc,BEFORE,N3,134,0.00032292191314364484
sleep_edf_sc,BEFORE,REM,220,0.0005301703051612079
sleep_edf_sc,BEFORE,Wake,1966,0.004737794636122431
sleep_edf_sc,BEFORE,N1,139,0.000334971238260945
sleep_edf_sc,BEFORE,N2,414,0.000997684119712455
sleep_edf_sc,BEFORE,N3,12,2.8918380281520432e-05
sleep_edf_sc,BEFORE,REM,212,0.0005108913849735276
sleep_edf_sc,BEFORE,Wake,1822,0.004390774072744186
sleep_edf_sc,BEFORE,N1,382,0.0009205684389617338
sleep_edf_sc,BEFORE,N2,213,0.0005133012499969877
sleep_edf_sc,BEFORE,N3,1,2.409865023460036e-06
sleep_edf_sc,BEFORE,REM,217,0.0005229407100908278
sleep_edf_sc,BEFORE,Wake,1873,0.004513677188940648
sleep_edf_sc,BEFORE,N1,85,0.00020483852699410305
sleep_edf_sc,BEFORE,N2,514,0.0012386706220584584
sleep_edf_sc,BEFORE,N3,44,0.00010603406103224158
sleep_edf_sc,BEFORE,REM,184,0.0004434151643166466
sleep_edf_sc,BEFORE,Wake,1879,0.004528136379081408
sleep_edf_sc,BEFORE,N1,94,0.0002265273122052434
sleep_edf_sc,BEFORE,N2,556,0.00133988495304378
sleep_edf_sc,BEFORE,N3,5,1.204932511730018e-05
sleep_edf_sc,BEFORE,REM,176,0.0004241362441289663
sleep_edf_sc,BEFORE,Wake,1921,0.004629350710066729
sleep_edf_sc,BEFORE,N1,102,0.0002458062323929237
sleep_edf_sc,BEFORE,N2,569,0.0013712131983487604
sleep_edf_sc,BEFORE,N3,22,5.301703051612079e-05
sleep_edf_sc,BEFORE,REM,146,0.00035184029342516526
sleep_edf_sc,BEFORE,Wake,1855,0.004470299618518366
sleep_edf_sc,BEFORE,N1,113,0.00027231474765098405
sleep_edf_sc,BEFORE,N2,425,0.0010241926349705153
sleep_edf_sc,BEFORE,N3,98,0.00023616677229908352
sleep_edf_sc,BEFORE,REM,174,0.0004193165140820463
sleep_edf_sc,BEFORE,Wake,1830,0.004410052992931866
sleep_edf_sc,BEFORE,N1,245,0.0005904169307477088
sleep_edf_sc,BEFORE,N2,405,0.0009759953345013146
sleep_edf_sc,BEFORE,N3,94,0.0002265273122052434
sleep_edf_sc,BEFORE,REM,226,0.0005446294953019681
sleep_edf_sc,BEFORE,Wake,1907,0.004595612599738288
sleep_edf_sc,BEFORE,N1,77,0.00018555960680642278
sleep_edf_sc,BEFORE,N2,464,0.0011181773708854566
sleep_edf_sc,BEFORE,N3,79,0.00019037933685334284
sleep_edf_sc,BEFORE,REM,193,0.00046510394952778693
sleep_edf_sc,BEFORE,Wake,1556,0.003749749976503816
sleep_edf_sc,BEFORE,N1,72,0.00017351028168912259
sleep_edf_sc,BEFORE,N2,475,0.0011446858861435172
sleep_edf_sc,BEFORE,N3,163,0.0003928079988239859
sleep_edf_sc,BEFORE,REM,174,0.0004193165140820463
sleep_edf_sc,BEFORE,Wake,2003,0.004826959641990452
sleep_edf_sc,BEFORE,N1,87,0.00020965825704102314
sleep_edf_sc,BEFORE,N2,379,0.0009133388438913537
sleep_edf_sc,BEFORE,N3,178,0.0004289559741758864
sleep_edf_sc,BEFORE,REM,223,0.000537399900231588
sleep_edf_sc,BEFORE,Wake,1854,0.004467889753494907
sleep_edf_sc,BEFORE,N1,76,0.00018314974178296274
sleep_edf_sc,BEFORE,N2,530,0.0012772284624338191
sleep_edf_sc,BEFORE,N3,159,0.0003831685387301457
sleep_edf_sc,BEFORE,REM,169,0.0004072671889647461
sleep_edf_sc,BEFORE,Wake,1948,0.00469441706570015
sleep_edf_sc,BEFORE,N1,81,0.0001951990669002629
sleep_edf_sc,BEFORE,N2,474,0.001142276021120057
sleep_edf_sc,BEFORE,N3,145,0.00034943042840170524
sleep_edf_sc,BEFORE,REM,166,0.000400037593894366
sleep_edf_sc,BEFORE,Wake,1869,0.004504037728846807
sleep_edf_sc,BEFORE,N1,181,0.0004361855692462665
sleep_edf_sc,BEFORE,N2,427,0.0010290123650174353
sleep_edf_sc,BEFORE,N3,104,0.00025062596243984373
sleep_edf_sc,BEFORE,REM,175,0.0004217263791055063
sleep_edf_sc,BEFORE,Wake,1935,0.0046630888203951695
sleep_edf_sc,BEFORE,N1,49,0.00011808338614954176
sleep_edf_sc,BEFORE,N2,457,0.0011013083157212365
sleep_edf_sc,BEFORE,N3,146,0.00035184029342516526
sleep_edf_sc,BEFORE,REM,220,0.0005301703051612079
sleep_edf_sc,BEFORE,Wake,1926,0.00464140003518403
sleep_edf_sc,BEFORE,N1,109,0.0002626752875571439
sleep_edf_sc,BEFORE,N2,457,0.0011013083157212365
sleep_edf_sc,BEFORE,N3,30,7.229595070380108e-05
sleep_edf_sc,BEFORE,REM,122,0.0002940035328621244
sleep_edf_sc,BEFORE,Wake,2127,0.005125782904899496
sleep_edf_sc,BEFORE,N1,96,0.00023134704225216346
sleep_edf_sc,BEFORE,N2,418,0.001007323579806295
sleep_edf_sc,BEFORE,N3,32,7.711568075072116e-05
sleep_edf_sc,BEFORE,REM,135,0.00032533177816710486
sleep_edf_sc,BEFORE,Wake,1974,0.004757073556310111
sleep_edf_sc,BEFORE,N1,79,0.00019037933685334284
sleep_edf_sc,BEFORE,N2,362,0.000872371138492533
sleep_edf_sc,BEFORE,N3,113,0.00027231474765098405
sleep_edf_sc,BEFORE,REM,142,0.00034220083333132514
sleep_edf_sc,BEFORE,Wake,1832,0.004414872722978786
sleep_edf_sc,BEFORE,N1,152,0.00036629948356592547
sleep_edf_sc,BEFORE,N2,334,0.000804894917835652
sleep_edf_sc,BEFORE,N3,191,0.0004602842194808669
sleep_edf_sc,BEFORE,REM,191,0.0004602842194808669
sleep_edf_sc,BEFORE,Wake,1775,0.004277510416641564
sleep_edf_sc,BEFORE,N1,204,0.0004916124647858474
sleep_edf_sc,BEFORE,N2,424,0.0010217827699470553
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,286,0.0006892213967095703
sleep_edf_sc,BEFORE,Wake,1755,0.0042293131161723636
sleep_edf_sc,BEFORE,N1,144,0.00034702056337824517
sleep_edf_sc,BEFORE,N2,475,0.0011446858861435172
sleep_edf_sc,BEFORE,N3,1,2.409865023460036e-06
sleep_edf_sc,BEFORE,REM,241,0.0005807774706538687
sleep_edf_sc,BEFORE,Wake,1976,0.0047618932863570315
sleep_edf_sc,BEFORE,N1,212,0.0005108913849735276
sleep_edf_sc,BEFORE,N2,453,0.0010916688556273963
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,168,0.00040485732394128607
sleep_edf_sc,BEFORE,Wake,1881,0.004532956109128327
sleep_edf_sc,BEFORE,N1,91,0.00021929771713486326
sleep_edf_sc,BEFORE,N2,648,0.0015615925352021032
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,138,0.00033256137323748496
sleep_edf_sc,BEFORE,Wake,1867,0.004499217998799887
sleep_edf_sc,BEFORE,N1,150,0.0003614797535190054
sleep_edf_sc,BEFORE,N2,561,0.0013519342781610803
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,172,0.0004144967840351262
sleep_edf_sc,BEFORE,Wake,1892,0.004559464624386388
sleep_edf_sc,BEFORE,N1,136,0.0003277416431905649
sleep_edf_sc,BEFORE,N2,596,0.0014362795539821815
sleep_edf_sc,BEFORE,N3,0,0.0
sleep_edf_sc,BEFORE,REM,166,0.000400037593894366
sleep_edf_sc,BEFORE,Wake,2085,0.005024568573914175
sleep_edf_sc,BEFORE,N1,78,0.0001879694718298828
sleep_edf_sc,BEFORE,N2,419,0.0010097334448297551
sleep_edf_sc,BEFORE,N3,104,0.00025062596243984373
sleep_edf_sc,BEFORE,REM,24,5.7836760563040864e-05
sleep_edf_sc,BEFORE,Wake,1789,0.004311248526970004
sleep_edf_sc,BEFORE,N1,66,0.00015905109154836238
sleep_edf_sc,BEFORE,N2,498,0.001200112781683098
sleep_edf_sc,BEFORE,N3,105,0.0002530358274633038
sleep_edf_sc,BEFORE,REM,72,0.00017351028168912259
sleep_edf_sc,BEFORE,Wake,1598,0.0038509643074891376
sleep_edf_sc,BEFORE,N1,53,0.0001277228462433819
sleep_edf_sc,BEFORE,N2,499,0.001202522646706558
sleep_edf_sc,BEFORE,N3,48,0.00011567352112608173
sleep_edf_sc,BEFORE,REM,68,0.00016387082159528244
sleep_edf_sc,BEFORE,Wake,2076,0.005002879788703034
sleep_edf_sc,BEFORE,N1,234,0.0005639084154896484
sleep_edf_sc,BEFORE,N2,484,0.0011663746713546574
sleep_edf_sc,BEFORE,N3,11,2.6508515258060395e-05
sleep_edf_sc,BEFORE,REM,45,0.00010844392605570162
sleep_edf_sc,BEFORE,Wake,2013,0.004851058292225052
sleep_edf_sc,BEFORE,N1,282,0.0006795819366157301
sleep_edf_sc,BEFORE,N2,433,0.0010434715551581955
sleep_edf_sc,BEFORE,N3,6,1.4459190140760216e-05
sleep_edf_sc,BEFORE,REM,106,0.0002554456924867638
sleep_edf_sc,BEFORE,Wake,1867,0.004499217998799887
sleep_edf_sc,BEFORE,N1,95,0.0002289371772287034
sleep_edf_sc,BEFORE,N2,612,0.001474837394357542
sleep_edf_sc,BEFORE,N3,16,3.855784037536058e-05
sleep_edf_sc,BEFORE,REM,160,0.00038557840375360577
sleep_edf_sc,BEFORE,Wake,1878,0.004525726514057948
sleep_edf_sc,BEFORE,N1,103,0.0002482160974163837
sleep_edf_sc,BEFORE,N2,583,0.001404951308677201
sleep_edf_sc,BEFORE,N3,37,8.916500586802134e-05
sleep_edf_sc,BEFORE,REM,169,0.0004072671889647461
sleep_edf_sc,BEFORE,Wake,1976,0.0047618932863570315
sleep_edf_sc,BEFORE,N1,163,0.0003928079988239859
sleep_edf_sc,BEFORE,N2,377,0.0009085191138444335
sleep_edf_sc,BEFORE,N3,4,9.639460093840145e-06
sleep_edf_sc,BEFORE,REM,110,0.00026508515258060394
sleep_edf_sc,BEFORE,Wake,1927,0.00464380990020749
sleep_edf_sc,BEFORE,N1,92,0.0002217075821583233
sleep_edf_sc,BEFORE,N2,375,0.0009036993837975135
sleep_edf_sc,BEFORE,N3,142,0.00034220083333132514
sleep_edf_sc,BEFORE,REM,254,0.0006121057159588491
sleep_edf_sc,BEFORE,Wake,1831,0.0044124628579553255
sleep_edf_sc,BEFORE,N1,145,0.00034943042840170524
sleep_edf_sc,BEFORE,N2,502,0.001209752241776938
sleep_edf_sc,BEFORE,N3,46,0.00011085379107916165
sleep_edf_sc,BEFORE,REM,204,0.0004916124647858474
sleep_edf_sc,BEFORE,Wake,2019,0.004865517482365813
sleep_edf_sc,BEFORE,N1,64,0.00015423136150144231
sleep_edf_sc,BEFORE,N2,356,0.0008579119483517728
sleep_edf_sc,BEFORE,N3,226,0.0005446294953019681
sleep_edf_sc,BEFORE,REM,100,0.0002409865023460036
sleep_edf_sc,BEFORE,Wake,2126,0.005123373039876036
sleep_edf_sc,BEFORE,N1,34,8.193541079764122e-05
sleep_edf_sc,BEFORE,N2,283,0.0006819918016391902
sleep_edf_sc,BEFORE,N3,163,0.0003928079988239859
sleep_edf_sc,BEFORE,REM,158,0.0003807586737066857
sleep_edf_sc,BEFORE,Wake,2013,0.004851058292225052
sleep_edf_sc,BEFORE,N1,159,0.0003831685387301457
sleep_edf_sc,BEFORE,N2,298,0.0007181397769910907
sleep_edf_sc,BEFORE,N3,124,0.00029882326290904445
sleep_edf_sc,BEFORE,REM,88,0.00021206812206448316
sleep_edf_sc,BEFORE,Wake,2166,0.005219767640814438
sleep_edf_sc,BEFORE,N1,63,0.00015182149647798227
sleep_edf_sc,BEFORE,N2,331,0.0007976653227652719
sleep_edf_sc,BEFORE,N3,82,0.00019760893192372295
sleep_edf_sc,BEFORE,REM,81,0.0001951990669002629
sleep_edf_sc,BEFORE,Wake,1968,0.004742614366169351
sleep_edf_sc,BEFORE,N1,41,9.880446596186147e-05
sleep_edf_sc,BEFORE,N2,430,0.0010362419600878155
sleep_edf_sc,BEFORE,N3,144,0.00034702056337824517
sleep_edf_sc,BEFORE,REM,197,0.0004747434096216271
sleep_edf_sc,BEFORE,Wake,1841,0.004436561508189926
sleep_edf_sc,BEFORE,N1,183,0.0004410052992931866
sleep_edf_sc,BEFORE,N2,405,0.0009759953345013146
sleep_edf_sc,BEFORE,N3,91,0.00021929771713486326
sleep_edf_sc,BEFORE,REM,100,0.0002409865023460036
sleep_edf_sc,BEFORE,Wake,1968,0.004742614366169351
sleep_edf_sc,BEFORE,N1,92,0.0002217075821583233
sleep_edf_sc,BEFORE,N2,530,0.0012772284624338191
sleep_edf_sc,BEFORE,N3,92,0.0002217075821583233
sleep_edf_sc,BEFORE,REM,96,0.00023134704225216346
sleep_edf_sc,BEFORE,Wake,1851,0.004460660158424527
sleep_edf_sc,BEFORE,N1,235,0.0005663182805131084
sleep_edf_sc,BEFORE,N2,258,0.0006217451760526893
sleep_edf_sc,BEFORE,N3,307,0.000739828562202231
sleep_edf_sc,BEFORE,REM,139,0.000334971238260945
sleep_edf_sc,BEFORE,Wake,1695,0.004084721214764761
sleep_edf_sc,BEFORE,N1,162,0.0003903981338005258
sleep_edf_sc,BEFORE,N2,358,0.0008627316783986928
sleep_edf_sc,BEFORE,N3,267,0.0006434339612638296
sleep_edf_sc,BEFORE,REM,188,0.0004530546244104868
sleep_edf_sc,BEFORE,Wake,1908,0.004598022464761748
sleep_edf_sc,BEFORE,N1,118,0.00028436407276828424
sleep_edf_sc,BEFORE,N2,484,0.0011663746713546574
sleep_edf_sc,BEFORE,N3,9,2.1688785211140323e-05
sleep_edf_sc,BEFORE,REM,176,0.0004241362441289663
sleep_edf_sc,BEFORE,Wake,1979,0.004769122881427411
sleep_edf_sc,BEFORE,N1,198,0.0004771532746450871
sleep_edf_sc,BEFORE,N2,472,0.001137456291073137
sleep_edf_sc,BEFORE,N3,19,4.5787435445740684e-05
sleep_edf_sc,BEFORE,REM,186,0.0004482348943635667
sleep_edf_sc,BEFORE,Wake,1917,0.004619711249972889
sleep_edf_sc,BEFORE,N1,78,0.0001879694718298828
sleep_edf_sc,BEFORE,N2,349,0.0008410428931875525
sleep_edf_sc,BEFORE,N3,275,0.0006627128814515099
sleep_edf_sc,BEFORE,REM,120,0.00028918380281520433
sleep_edf_sc,BEFORE,Wake,2065,0.004976371273444974
sleep_edf_sc,BEFORE,N1,161,0.0003879882687770658
sleep_edf_sc,BEFORE,N2,299,0.0007205496420145508
sleep_edf_sc,BEFORE,N3,144,0.00034702056337824517
sleep_edf_sc,BEFORE,REM,120,0.00028918380281520433
sleep_edf_sc,BEFORE,Wake,1779,0.004287149876735404
sleep_edf_sc,BEFORE,N1,299,0.0007205496420145508
sleep_edf_sc,BEFORE,N2,471,0.0011350464260496769
sleep_edf_sc,BEFORE,N3,95,0.0002289371772287034
sleep_edf_sc,BEFORE,REM,236,0.0005687281455365685
sleep_edf_sc,BEFORE,Wake,1938,0.00467031841546555
sleep_edf_sc,BEFORE,N1,146,0.00035184029342516526
sleep_edf_sc,BEFORE,N2,520,0.0012531298121992186
sleep_edf_sc,BEFORE,N3,116,0.00027954434272136415
sleep_edf_sc,BEFORE,REM,160,0.00038557840375360577
sleep_edf_sc,BEFORE,Wake,1909,0.0046004323297852085
sleep_edf_sc,BEFORE,N1,149,0.00035906988849554537
sleep_edf_sc,BEFORE,N2,512,0.0012338508920115385
sleep_edf_sc,BEFORE,N3,14,3.3738110328440504e-05
sleep_edf_sc,BEFORE,REM,216,0.0005205308450673678
sleep_edf_sc,BEFORE,Wake,1402,0.0033786307628909705
