subject_id,channel_index,raw_hex,raw_repr,decoded_before_cleanup,decoded_after_padding_strip,transducer_raw_hex,transducer_repr,transducer,physical_dimension,physical_min,physical_max,digital_min,digital_max,samples_per_record
I019,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I020,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-2490,2490,-32768,32767,400
I020,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-2490,2490,-32768,32767,400
I020,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I020,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I020,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I020,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I020,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I020,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I020,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-9404,9404,-32768,32767,400
I020,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-9404,9404,-32768,32767,400
I020,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-9404,9404,-32768,32767,400
I020,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-9404,9404,-32768,32767,400
I020,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-9404,9404,-32768,32767,400
I020,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-9404,9404,-32768,32767,25
I020,14,44433420202020202020202020202020,b'DC4             ',DC4             ,DC4,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-223,223,-32768,32767,400
I020,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-9404,9404,-32768,32767,50
I020,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-9404,9404,-32768,32767,50
I020,17,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I020,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I021,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-2490,2490,-32768,32767,400
I021,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-2490,2490,-32768,32767,400
I021,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I021,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I021,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I021,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I021,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I021,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I021,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-9404,9404,-32768,32767,400
I021,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-9404,9404,-32768,32767,400
I021,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-9404,9404,-32768,32767,400
I021,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-9404,9404,-32768,32767,400
I021,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-9404,9404,-32768,32767,400
I021,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-9404,9404,-32768,32767,25
I021,14,44433420202020202020202020202020,b'DC4             ',DC4             ,DC4,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-223,223,-32768,32767,400
I021,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-9404,9404,-32768,32767,50
I021,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-9404,9404,-32768,32767,50
I021,17,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I021,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I022,0,4c4f432d413220202020202020202020,b'LOC-A2          ',LOC-A2          ,LOC-A2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-25,25,-32768,32767,400
I022,1,524f432d413120202020202020202020,b'ROC-A1          ',ROC-A1          ,ROC-A1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-25,25,-32768,32767,400
I022,2,46332d41322020202020202020202020,b'F3-A2           ',F3-A2           ,F3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I022,3,43332d41322020202020202020202020,b'C3-A2           ',C3-A2           ,C3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I022,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I022,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I022,6,43342d41312020202020202020202020,b'C4-A1           ',C4-A1           ,C4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I022,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I022,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-42,42,-32768,32767,400
I022,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-97,97,-32768,32767,400
I022,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-25,25,-32768,32767,400
I022,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-16,16,-32768,32767,400
I022,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-262,262,-32768,32767,400
I022,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-4,4,-32768,32767,25
I022,14,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-1242,1242,-32768,32767,50
I022,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-64,64,-32768,32767,50
I022,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-198,198,-32768,32767,50
I022,17,53614f32202020202020202020202020,b'SaO2            ',SaO2            ,SaO2,53614f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SaO2_Channel                                                                    ',SaO2_Channel,%,0,100,-32768,32767,25
I022,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I023,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I023,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I023,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I023,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I023,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I023,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I023,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I023,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I023,8,32342020202020202020202020202020,b'24              ',24              ,24,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-5013,5013,-32768,32767,400
I023,9,32352020202020202020202020202020,b'25              ',25              ,25,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-5013,5013,-32768,32767,400
I023,10,32362020202020202020202020202020,b'26              ',26              ,26,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-5013,5013,-32768,32767,400
I023,11,32372020202020202020202020202020,b'27              ',27              ,27,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-5013,5013,-32768,32767,400
I023,12,32382020202020202020202020202020,b'28              ',28              ,28,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-5013,5013,-32768,32767,400
I023,13,32392020202020202020202020202020,b'29              ',29              ,29,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-5013,5013,-32768,32767,25
I023,14,44433031202020202020202020202020,b'DC01            ',DC01            ,DC01,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-327680,327680,-32768,32767,25
I023,15,33302020202020202020202020202020,b'30              ',30              ,30,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-5013,5013,-32768,32767,50
I023,16,33312020202020202020202020202020,b'31              ',31              ,31,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-5013,5013,-32768,32767,50
I023,17,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I023,18,44433032202020202020202020202020,b'DC02            ',DC02            ,DC02,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,100,-32768,32767,25
I024,0,4c4f432d413220202020202020202020,b'LOC-A2          ',LOC-A2          ,LOC-A2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-25,25,-32768,32767,400
I024,1,524f432d413120202020202020202020,b'ROC-A1          ',ROC-A1          ,ROC-A1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-25,25,-32768,32767,400
I024,2,46332d41322020202020202020202020,b'F3-A2           ',F3-A2           ,F3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I024,3,43332d41322020202020202020202020,b'C3-A2           ',C3-A2           ,C3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I024,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I024,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I024,6,43342d41312020202020202020202020,b'C4-A1           ',C4-A1           ,C4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I024,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I024,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-42,42,-32768,32767,400
I024,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-97,97,-32768,32767,400
I024,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-19,19,-32768,32767,400
I024,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-16,16,-32768,32767,400
I024,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-262,262,-32768,32767,400
I024,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-24,24,-32768,32767,25
I024,14,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-6304,6304,-32768,32767,50
I024,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-198,198,-32768,32767,50
I024,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-870,870,-32768,32767,50
I024,17,53614f32202020202020202020202020,b'SaO2            ',SaO2            ,SaO2,53614f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SaO2_Channel                                                                    ',SaO2_Channel,%,0,100,-32768,32767,25
I024,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I025,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I025,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I025,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
