dataset,recording_path,url,range_supported,content_range,signal_count,labels,physical_dimensions,sampling_hz,samples_per_record,records,record_duration_s,duration_s,edf_plus,patient_header_redacted,header_bytes_inspected,status
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4592G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4592G0-PSG.edf,TRUE,bytes 0-2047/37211648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2040,30.0,61200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4601E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4601E0-PSG.edf,TRUE,bytes 0-2047/49797248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2730,30.0,81900.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4602E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4602E0-PSG.edf,TRUE,bytes 0-2047/51074048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2800,30.0,84000.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4611E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4611E0-PSG.edf,TRUE,bytes 0-2047/48338048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2650,30.0,79500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4612E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4612E0-PSG.edf,TRUE,bytes 0-2047/49797248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2730,30.0,81900.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4621E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4621E0-PSG.edf,TRUE,bytes 0-2047/47644928,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2612,30.0,78360.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4622E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4622E0-PSG.edf,TRUE,bytes 0-2047/52095488,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2856,30.0,85680.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4631E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4631E0-PSG.edf,TRUE,bytes 0-2047/50307968,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2758,30.0,82740.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4632E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4632E0-PSG.edf,TRUE,bytes 0-2047/51949568,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2848,30.0,85440.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4641E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4641E0-PSG.edf,TRUE,bytes 0-2047/48885248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2680,30.0,80400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4642E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,bytes 0-2047/50891648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2790,30.0,83700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4651E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,bytes 0-2047/52168448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2860,30.0,85800.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4652E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,bytes 0-2047/51803648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2840,30.0,85200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4661E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,bytes 0-2047/49979648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2740,30.0,82200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4662E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,bytes 0-2047/51438848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2820,30.0,84600.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4671G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,bytes 0-2047/50709248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2780,30.0,83400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4672G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,bytes 0-2047/47061248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2580,30.0,77400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4701E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,bytes 0-2047/48885248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2680,30.0,80400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4702E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,bytes 0-2047/47863808,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2624,30.0,78720.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4711E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,bytes 0-2047/49797248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2730,30.0,81900.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4712E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4712E0-PSG.edf,TRUE,bytes 0-2047/51438848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2820,30.0,84600.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4721E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4721E0-PSG.edf,NOT_VERIFIED,,,,,,,,,,,,,ERROR:URLError:<urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4722E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4722E0-PSG.edf,TRUE,bytes 0-2047/50089088,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2746,30.0,82380.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4731E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4731E0-PSG.edf,TRUE,bytes 0-2047/50709248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2780,30.0,83400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4732E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4732E0-PSG.edf,TRUE,bytes 0-2047/45966848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2520,30.0,75600.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4741E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4741E0-PSG.edf,TRUE,bytes 0-2047/49067648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2690,30.0,80700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4742E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4742E0-PSG.edf,TRUE,bytes 0-2047/48338048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2650,30.0,79500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4751E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4751E0-PSG.edf,TRUE,bytes 0-2047/48885248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2680,30.0,80400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4752E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4752E0-PSG.edf,TRUE,bytes 0-2047/45054848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2470,30.0,74100.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4761E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4761E0-PSG.edf,TRUE,bytes 0-2047/47973248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2630,30.0,78900.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4762E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4762E0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4771G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4771G0-PSG.edf,TRUE,bytes 0-2047/50271488,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2756,30.0,82680.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4772G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4772G0-PSG.edf,TRUE,bytes 0-2047/40896128,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2242,30.0,67260.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4801G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4801G0-PSG.edf,TRUE,bytes 0-2047/50599808,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2774,30.0,83220.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4802G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4802G0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4811G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4811G0-PSG.edf,TRUE,bytes 0-2047/43814528,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2402,30.0,72060.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4812G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4812G0-PSG.edf,TRUE,bytes 0-2047/44069888,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2416,30.0,72480.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4821G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4821G0-PSG.edf,TRUE,bytes 0-2047/49651328,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2722,30.0,81660.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4822G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4822G0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7011J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7011J0-PSG.edf,TRUE,bytes 0-1535/29439536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3590,10.0,35900.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7012J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7012J0-PSG.edf,TRUE,bytes 0-1535/25683936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3132,10.0,31320.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7021J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7021J0-PSG.edf,TRUE,bytes 0-1535/25093536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3060,10.0,30600.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7022J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7022J0-PSG.edf,TRUE,bytes 0-1535/25224736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3076,10.0,30760.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7041J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7041J0-PSG.edf,TRUE,bytes 0-1535/25552736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3116,10.0,31160.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7042J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7042J0-PSG.edf,TRUE,bytes 0-1535/28463736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3471,10.0,34710.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7051J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7051J0-PSG.edf,TRUE,bytes 0-1535/26405536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3220,10.0,32200.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7052J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7052J0-PSG.edf,TRUE,bytes 0-1535/26922136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3283,10.0,32830.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7061J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7061J0-PSG.edf,TRUE,bytes 0-1535/26708936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3257,10.0,32570.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7062J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7062J0-PSG.edf,TRUE,bytes 0-1535/26881136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3278,10.0,32780.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7071J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7071J0-PSG.edf,TRUE,bytes 0-1535/22518736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2746,10.0,27460.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7072J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7072J0-PSG.edf,TRUE,bytes 0-1535/22518736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2746,10.0,27460.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7081J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7081J0-PSG.edf,TRUE,bytes 0-1535/23781536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2900,10.0,29000.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7082J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7082J0-PSG.edf,TRUE,bytes 0-1535/23396136,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2853,10.0,28530.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7091J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7091J0-PSG.edf,TRUE,bytes 0-1535/24486736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2986,10.0,29860.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7092J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7092J0-PSG.edf,TRUE,bytes 0-1535/23674936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2887,10.0,28870.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7101J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7101J0-PSG.edf,TRUE,bytes 0-1535/27028736,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3296,10.0,32960.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7102J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7102J0-PSG.edf,TRUE,bytes 0-1535/24453936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,2982,10.0,29820.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7111J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7111J0-PSG.edf,TRUE,bytes 0-1535/25749536,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3140,10.0,31400.0,False,TRUE,1536,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-telemetry/ST7112J0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-telemetry/ST7112J0-PSG.edf,TRUE,bytes 0-1535/25150936,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,uV|uV|uV|uV|ID+M-E,100|100|100|100|10,1000|1000|1000|1000|100,3067,10.0,30670.0,False,TRUE,1536,VERIFIED
